metric_name,cell_line,ablation_type,boot_idx,beta_x1_restricted,beta_x1_full,beta_x2,r2_restricted,r2_full,delta_r2,partial_r2_x2,cohen_f2_x2,n_boot_rows,n_group_rows
mae,U2-OS,GridDistortion,24,0.013949736496195977,0.013894646620235228,-0.003525420607566108,0.02173365674162242,0.025072331587299046,0.0033386748456766258,0.003412848524008581,0.0034245359464588673,3384,6768
mae,U2-OS,GridDistortion,25,0.01713672410054963,0.01712150712145269,-0.0031887055216789995,0.03417691130937439,0.03700104084079725,0.0028241295314228587,0.002924065043062446,0.002932640273971443,3384,6768
mae,U2-OS,GridDistortion,26,0.013981159237456476,0.014050480020660753,-0.00349284734372078,0.02308900868746555,0.02656111542069073,0.0034721067332251776,0.003554168971484504,0.0035668461453804744,3384,6768
mae,U2-OS,GridDistortion,27,0.015786635527806573,0.01585970526435468,-0.002427360304099468,0.028067093795118958,0.029690887684728495,0.0016237938896095372,0.0016706851668907745,0.0016734810268193548,3384,6768
mae,U2-OS,GridDistortion,28,0.015950806888394745,0.015956472515315588,-0.002336123547165368,0.030239789662169336,0.031812221408133556,0.00157243174596422,0.0016214644911203768,0.00162409790820864,3384,6768
mae,U2-OS,GridDistortion,29,0.013414768877184765,0.013450392549731509,-0.0027134541565167884,0.02133588760998162,0.02342623814445144,0.0020903505344698203,0.002135922333317124,0.002140494262817413,3384,6768
mae,U2-OS,GridDistortion,30,0.014372917088141413,0.014397784878968563,-0.001880772580264398,0.024932128297256884,0.02597422520085335,0.0010420969035964678,0.001068742939685494,0.0010698863731931098,3384,6768
mae,U2-OS,GridDistortion,31,0.014610245718723578,0.014642019832015277,-0.0014523907149055367,0.024896474982353145,0.0254983703446241,0.0006018953622709544,0.0006172630360043685,0.0006176442849908927,3384,6768
mae,U2-OS,GridDistortion,32,0.012697453120806048,0.012849268587527198,-0.0037669673012988986,0.01956345100995871,0.023645566617774283,0.004082115607815573,0.004163569393675303,0.0041809771823072125,3384,6768
mae,U2-OS,GridDistortion,33,0.013955246580024214,0.013837477344264198,-0.003791808302949869,0.02157908427515276,0.025480656038857186,0.0039015717637044256,0.003987620972732384,0.004003585755256177,3384,6768
mae,U2-OS,GridDistortion,34,0.015452350368628694,0.015414894648937201,-0.002670366009713967,0.027797135605539536,0.029826067769432085,0.0020289321638925495,0.002086943207224838,0.0020913076475140347,3384,6768
mae,U2-OS,GridDistortion,35,0.01467785536730657,0.014670991562068086,-0.0042335422726175985,0.02403832392924654,0.02901408233561875,0.0049757584063722105,0.005098313313289862,0.005124439310449473,3384,6768
mae,U2-OS,GridDistortion,36,0.015350128620810102,0.015133212526961606,-0.004476808707351747,0.026513282502066193,0.032099771761887164,0.00558648925982097,0.0057386394281571974,0.005771761486191777,3384,6768
mae,U2-OS,GridDistortion,37,0.014449412106046403,0.01446709703268445,-0.0029448041128229516,0.025821412510697916,0.028363688714276636,0.0025422762035787194,0.0026096613456992428,0.0026164894972015174,3384,6768
mae,U2-OS,GridDistortion,38,0.01598889796486471,0.01592893411260107,-0.0024661117826502163,0.030052149256925564,0.03178949932117148,0.0017373500642459128,0.0017911788380323061,0.0017943929166517277,3384,6768
mae,U2-OS,GridDistortion,39,0.014235885479388342,0.014173956566400477,-0.004170573813043836,0.024098775465955846,0.02915576651470908,0.005056991048753234,0.005181867715318992,0.005208859335342441,3384,6768
mae,U2-OS,GridDistortion,40,0.013899707555451443,0.013900228487545203,-0.003705410557061993,0.022251649552587183,0.026061874163556875,0.0038102246109696924,0.003896937907618205,0.003912183443581053,3384,6768
mae,U2-OS,GridDistortion,41,0.017396677515516552,0.017464048200310958,-0.0029607997452277043,0.03587964414114697,0.03842555168431483,0.002545907543167858,0.0026406532417832056,0.002647644753484585,3384,6768
mae,U2-OS,GridDistortion,42,0.017258878972576285,0.01723267931949059,-0.0010701871992522744,0.03642262083377401,0.03676282184651336,0.00034020101273934955,0.0003530603977375664,0.00035318509340711966,3384,6768
mae,U2-OS,GridDistortion,43,0.012969868980841718,0.012912966236354146,-0.0026138143397866184,0.020546531051433448,0.02252432597772791,0.0019777949262944627,0.0020192842120592067,0.002023369971096997,3384,6768
mae,U2-OS,GridDistortion,44,0.014875733048024479,0.014848855409640888,-0.0028132879177371426,0.02587612216553059,0.028139641417558425,0.0022635192520278347,0.0023236462051004865,0.002329058112144229,3384,6768
mae,U2-OS,GridDistortion,45,0.013852998254406368,0.013886624587750206,-0.002398649187799439,0.024287632050424723,0.02601865223049138,0.0017310201800666558,0.0017741090888335595,0.0017772621457595914,3384,6768
mae,U2-OS,GridDistortion,46,0.013246020684515268,0.013157255827641618,-0.002034189596094039,0.020833065207616186,0.022050481100901576,0.0012174158932853896,0.0012433180186415531,0.0012448657826999744,3384,6768
mae,U2-OS,GridDistortion,47,0.014980102433966214,0.014992083416044837,-0.0022039772835317486,0.02470545832310067,0.026067261970770805,0.0013618036476701345,0.0013962998760648042,0.0013982522555158884,3384,6768
mae,U2-OS,GridDistortion,48,0.01564246486835015,0.015613228407627118,-0.0023121153884076264,0.029092852692916393,0.030628717256494853,0.0015358645635784596,0.0015818861441470966,0.001584392472646467,3384,6768
mae,U2-OS,GridDistortion,49,0.01631878067242636,0.016367440712754006,-0.00229987677208439,0.0329363318169944,0.03447197900366372,0.00153564718666932,0.001587948381469664,0.0015904739720393336,3384,6768
mae,U2-OS,GridDistortion,50,0.014043907992331942,0.01399033188431477,-0.002285114852398205,0.022139285768215,0.02357607591464761,0.0014367901464326094,0.0014693198382157758,0.0014714819157862164,3384,6768
mae,U2-OS,GridDistortion,51,0.015024910544523965,0.015019866756344782,-0.0023489814112712345,0.027370630809589347,0.02898340999155591,0.0016127791819665616,0.0016581641816028993,0.0016609182567648372,3384,6768
mae,U2-OS,GridDistortion,52,0.014233637598946837,0.01422608975691327,-0.003942620768985655,0.023682615652773964,0.028085432366102392,0.004402816713328428,0.004509616221032659,0.00453004498538074,3384,6768
mae,U2-OS,GridDistortion,53,0.012757970156170273,0.01272658994267774,-0.002224299281297737,0.021113761499174433,0.022640477493974354,0.001526715994799921,0.0015596459882183064,0.0015620822835851669,3384,6768
mae,U2-OS,GridDistortion,54,0.01581564459724843,0.015734676775630573,-0.0030840840493833203,0.029804183289957265,0.03250083959231653,0.0026966563023592682,0.0027794969385702925,0.0027872440749436463,3384,6768
mae,U2-OS,GridDistortion,55,0.012965225074686507,0.012972267709514713,-0.0023551859122869323,0.020496682023373847,0.022127420855375335,0.0016307388320014882,0.001664862999515028,0.0016676393906330269,3384,6768
mae,U2-OS,GridDistortion,56,0.013390832810670793,0.013334657580425222,-0.0014207024234581854,0.02067936858759356,0.021251569809704884,0.0005722012221113237,0.0005842838430617738,0.0005846254302549148,3384,6768
mae,U2-OS,GridDistortion,57,0.013130655465425604,0.013170436762580482,-0.0031945873302702916,0.02091528385329644,0.02395375026861124,0.0030384664153148,0.0031033743711913115,0.0031130352851117416,3384,6768
mae,U2-OS,GridDistortion,58,0.01630703720719734,0.016311478522823122,-0.003007665315260281,0.03155755225434986,0.034148055623905105,0.0025905033695552415,0.002674917209159347,0.0026820915820888183,3384,6768
mae,U2-OS,GridDistortion,59,0.016359062709482602,0.016267637596733504,-0.0028428187487343996,0.03135582810519266,0.033619819201254564,0.0022639910960619014,0.002337278395670527,0.0023427540641309894,3384,6768
mae,U2-OS,GridDistortion,60,0.012716364633351414,0.01267545326297637,-0.0026488270815512435,0.02031859338437103,0.0223751143811991,0.0020565209968280707,0.002099173244424891,0.002103589042259668,3384,6768
mae,U2-OS,GridDistortion,61,0.014187004082610538,0.014200533792064908,-0.0018763150769401692,0.022922299839631233,0.023904017635033026,0.000981717795401793,0.0010047489521464493,0.0010057594879380664,3384,6768
mae,U2-OS,GridDistortion,62,0.015515813027095964,0.015522978047600841,-0.0014240257383456496,0.02970024010470984,0.030303698044593763,0.0006034579398839224,0.0006219293921592277,0.0006223164290376698,3384,6768
mae,U2-OS,GridDistortion,63,0.013212079910288225,0.013161223968708119,-0.003444229003696307,0.021078454428980153,0.02451583709421712,0.0034373826652369655,0.003511397497367256,0.0035237708575377095,3384,6768
mae,U2-OS,GridDistortion,64,0.014618925410424779,0.014681611074795268,-0.001234310137144271,0.02634101969947389,0.026800703427994566,0.00045968372852067674,0.0004721198467031983,0.00047234284913672404,3384,6768
mae,U2-OS,GridDistortion,65,0.016022780328977547,0.015979174309604632,-0.0020525045360554623,0.02980587180931238,0.03103982668549332,0.0012339548761809427,0.0012718638881912651,0.001273483585976473,3384,6768
