metric_name,cell_line,ablation_type,boot_idx,beta_x1_restricted,beta_x1_full,beta_x2,r2_restricted,r2_full,delta_r2,partial_r2_x2,cohen_f2_x2,n_boot_rows,n_group_rows
mae,U2-OS,GridDistortion,0,0.011866920722237724,0.011781025236512439,1.445429765590569e-06,0.016611035338577773,0.056734809940647724,0.04012377460206995,0.040801530263139006,0.04253710942046454,7236,14472
mae,U2-OS,GridDistortion,1,0.013353110860869094,0.01350387153321217,1.489710674189806e-06,0.021372252232220057,0.06417253855819238,0.042800286325972325,0.043735001816163986,0.045735232283129326,7236,14472
mae,U2-OS,GridDistortion,2,0.014820238230319808,0.014665284113509206,1.5306568294677693e-06,0.025184801918903266,0.06904198837786069,0.04385718645895742,0.04499025717416939,0.04710973632692506,7236,14472
mae,U2-OS,GridDistortion,3,0.014121298451192095,0.01411580311477637,1.5182791570615874e-06,0.023270784962028945,0.06738554216688053,0.044114757204851585,0.04516580084392847,0.0473022446031449,7236,14472
mae,U2-OS,GridDistortion,4,0.01411974025656431,0.013978044317508917,1.640791747890896e-06,0.022877245786928846,0.07355345696176863,0.05067621117483978,0.05186268660343707,0.05469955234400237,7236,14472
mae,U2-OS,GridDistortion,5,0.014878550674401058,0.015217562570736774,1.5847000055794732e-06,0.0248894858426858,0.07196876768244898,0.047079281839763176,0.04828097036821397,0.05073027738753271,7236,14472
mae,U2-OS,GridDistortion,6,0.013159994343313466,0.013634560641989668,1.667815270728719e-06,0.019626107712154783,0.07161563639175883,0.05198952867960405,0.05303030720073432,0.05600000465059808,7236,14472
mae,U2-OS,GridDistortion,7,0.016441705671439634,0.015944663421317527,1.5468647698372073e-06,0.03154727727453788,0.0766002830812419,0.045053005806704016,0.04652060420658829,0.04879036129341573,7236,14472
mae,U2-OS,GridDistortion,8,0.01576673918717645,0.0156440182777355,1.626363663453474e-06,0.0279430580169997,0.07658060778278997,0.04863754976579027,0.05003570024053268,0.05267113748716853,7236,14472
mae,U2-OS,GridDistortion,9,0.014514186424455533,0.014193698424055325,1.489767356104091e-06,0.023494798540707684,0.06372012900242274,0.04022533046171506,0.041193155347869326,0.04296293416930582,7236,14472
mae,U2-OS,GridDistortion,10,0.015569714339248052,0.015323267951081087,1.6530433869119294e-06,0.026784514898435696,0.0763101054959554,0.04952559059751971,0.050888617531965434,0.0536171185721496,7236,14472
mae,U2-OS,GridDistortion,11,0.013864818441654886,0.014048915662823618,1.6108398101079811e-06,0.021260858417847195,0.06749131142477682,0.04623045300692963,0.04723470334720353,0.04957643137627487,7236,14472
mae,U2-OS,GridDistortion,12,0.0128436854925692,0.013016123931042723,1.6419631275895115e-06,0.018483623550461514,0.06649421026783164,0.04801058671737013,0.04891470776171857,0.05143041130054996,7236,14472
mae,U2-OS,GridDistortion,13,0.013666958102173901,0.013708133085283156,1.4922647671618605e-06,0.02242118483744937,0.06639525837982396,0.04397407354237459,0.04498263757389488,0.04710138196820001,7236,14472
mae,U2-OS,GridDistortion,14,0.013986629987457705,0.014540757331897679,1.7540793180244225e-06,0.022890960513386016,0.08070639531235568,0.05781543479896967,0.05916989042425261,0.06289115305943424,7236,14472
mae,U2-OS,GridDistortion,15,0.012922434918129047,0.012476829527201218,1.5297270337554124e-06,0.01899809092391702,0.06262564039279939,0.043627549468882365,0.044472440945574926,0.04654229019787158,7236,14472
mae,U2-OS,GridDistortion,16,0.012922706402741707,0.012925881636670286,1.6951190572396433e-06,0.018356718504057623,0.06909511073969055,0.05073839223563292,0.051687199609120583,0.05450437828933233,7236,14472
mae,U2-OS,GridDistortion,17,0.0133200617670075,0.012910080892097754,1.4375592582425375e-06,0.021807430252489768,0.06328469834842332,0.04147726809593355,0.04240194556644364,0.04427948174093301,7236,14472
