metric_name,ablation_type,boot_idx,beta_x1_restricted,beta_x1_full,beta_x2,r2_restricted,r2_full,delta_r2,partial_r2_x2,cohen_f2_x2,n_boot_rows,n_group_rows
mae,GridDistortion,55,0.023188857158579556,0.023450471296549823,,0.04162378359966057,0.1953632067126827,0.15373942311302213,0.16041656760897857,0.19106685699136966,31860,63720
mae,GridDistortion,56,0.022792437928650693,0.023096512458960994,,0.04028590536083676,0.19543301953589132,0.15514711417505456,0.16165972245451635,0.19283306168687045,31860,63720
mae,GridDistortion,57,0.022904192751243703,0.022819822647007514,,0.04139599215386258,0.19583181739554822,0.15443582524168564,0.16110492338612636,0.19204418750007718,31860,63720
mae,GridDistortion,58,0.023243040252268515,0.02302840550613597,,0.041678911482118886,0.19484078473364852,0.15316187325152963,0.15982312722388956,0.19022557321270026,31860,63720
mae,GridDistortion,59,0.023298040133310764,0.023364134974174323,,0.042536508888407654,0.190506161084796,0.14796965219638836,0.15454338841118537,0.18279280839824708,31860,63720
mae,GridDistortion,60,0.023502670936133067,0.023523337459505165,,0.043094609685479845,0.19868818805771427,0.15559357837223442,0.16260079621987833,0.19417357394881507,31860,63720
mae,GridDistortion,61,0.02330738074217833,0.023395971516265494,,0.04153235891163687,0.19696815392643618,0.15543579501479932,0.16217114522332565,0.19356118412340054,31860,63720
mae,GridDistortion,62,0.022973989974162484,0.022781723708702288,,0.04117346013628198,0.19033148281743362,0.14915802268115164,0.15556309351048217,0.18422109729569622,31860,63720
mae,GridDistortion,63,0.02255893614531965,0.022466768697427177,,0.039701206929157795,0.19366985022388705,0.15396864329472926,0.16033410060046888,0.19094987746332004,31860,63720
mae,GridDistortion,64,0.023211368909808808,0.02323404300189742,,0.041960263075917714,0.18952922583991394,0.14756896276399623,0.15403219415280892,0.18207808038103057,31860,63720
mae,GridDistortion,65,0.02339948341687819,0.023407566263387813,,0.04187068829797147,0.19712131470790983,0.15525062640993836,0.16203514965443436,0.19336747786928435,31860,63720
mae,GridDistortion,66,0.023542850984159574,0.023364352696210913,,0.042323270723504613,0.19509429383775057,0.15277102311424595,0.15952253870641844,0.18979990071464473,31860,63720
mae,GridDistortion,67,0.02391821197765114,0.023896579894648492,,0.04369907344376933,0.19820304505857878,0.15450397161480944,0.16156417642634646,0.19269712944481987,31860,63720
mae,GridDistortion,68,0.024140774940285867,0.024294579071880235,,0.044712100978215985,0.2004506465880047,0.15573854560978873,0.1630278639238131,0.19478290482656307,31860,63720
mae,GridDistortion,69,0.023821692498659917,0.024159846309826555,,0.04307045319198466,0.19645548851007255,0.1533850353180879,0.16028874417111177,0.19088554911996383,31860,63720
mae,GridDistortion,70,0.022301464534392697,0.02246057736907834,,0.03869843173794463,0.1969185976678932,0.1582201659299486,0.1645895223244003,0.19701634911540153,31860,63720
mae,GridDistortion,71,0.02365702792586692,0.023630324639069323,,0.042495842853980115,0.20304656188323666,0.16055071902925655,0.16767626315879533,0.20145558240973913,31860,63720
mae,GridDistortion,72,0.02349535268028554,0.023493116736577613,,0.041805350170652456,0.20338991831945774,0.16158456814880529,0.168634387780795,0.20284022492901888,31860,63720
mae,GridDistortion,73,0.023928293047553367,0.024357473378302064,,0.04415699147682317,0.20209405566095862,0.15793706418413545,0.16523326819971804,0.19793945051376355,31860,63720
mae,GridDistortion,74,0.022773198767729715,0.02293450048764081,,0.040322568139204984,0.19385937234953654,0.15353680421033156,0.15998792835278705,0.19045908237849535,31860,63720
mae,GridDistortion,75,0.022495446618004265,0.02277819109685551,,0.03928040077900097,0.1963610892577875,0.15708068847878653,0.16350315805585278,0.19546177565458145,31860,63720
mae,GridDistortion,76,0.023646465185470613,0.023231672355642708,,0.04303172901072716,0.19828587932248598,0.15525415031175882,0.16223542098346033,0.1936527576445284,31860,63720
mae,GridDistortion,77,0.023001460304660607,0.02279248137792627,,0.040890715165757596,0.1941073677611087,0.1532166525953511,0.15974889933614886,0.19012042853610925,31860,63720
mae,GridDistortion,78,0.02340082667259194,0.023588227904538097,,0.042841949856596284,0.19735520695726994,0.15451325710067365,0.16142919873841535,0.19250515102070548,31860,63720
mae,GridDistortion,79,0.022014332681254356,0.02228993002310817,,0.036756081439632826,0.19340922281619743,0.1566531413765646,0.16263081277553587,0.1942163806081645,31860,63720
mae,GridDistortion,80,0.02426617620450468,0.023736441442907517,,0.04676447555185925,0.20297404419387788,0.15620956864201863,0.1638730037179987,0.1959905665606916,31860,63720
mae,GridDistortion,81,0.023420519210226944,0.02325803300344526,,0.04280192577449449,0.1957715481927368,0.1529696224182423,0.1598097891515443,0.19020667830700191,31860,63720
mae,GridDistortion,82,0.02290935056099787,0.023629442175420002,,0.04174114353470326,0.1933269302467261,0.15158578671202283,0.1581887667296634,0.18791477290593858,31860,63720
mae,GridDistortion,83,0.02321388043348481,0.02320671118036872,,0.04150489175236205,0.19960089816555626,0.1580960064131942,0.1649419022098424,0.19752146904069756,31860,63720
mae,GridDistortion,84,0.023313136843639518,0.02338155377073852,,0.04261331069135066,0.19671693666801449,0.15410362597666383,0.1609627830609861,0.19184224467206895,31860,63720
mae,GridDistortion,85,0.024051224383459236,0.02363259201424924,,0.04452853759103048,0.19988956370596123,0.15536102611493074,0.16260143000318278,0.194174477756513,31860,63720
mae,GridDistortion,86,0.02366814453638507,0.023242920123131425,,0.04275070809318804,0.19662902973431395,0.15387832164112591,0.1607505202062933,0.1915408041072684,31860,63720
mae,GridDistortion,87,0.022992371096924383,0.02289255667113538,,0.04110612087409771,0.1944828495080675,0.15337672863396978,0.15995172351478895,0.19040777535314055,31860,63720
mae,GridDistortion,88,0.023333227486156183,0.02328426768529484,,0.04202677318272763,0.19483824260568194,0.15281146942295432,0.1595153863857431,0.18978977580540599,31860,63720
